seq_0	db_seq_242	100.000	20	0	0	81	100	20	1	2.81e-06	38.1
seq_0	db_seq_242	100.000	12	0	0	431	442	1	12	0.079	23.3
seq_0	db_seq_242	100.000	11	0	0	280	290	10	20	0.28	21.4
seq_0	db_seq_242	100.000	10	0	0	421	430	20	11	1.0	19.6
seq_0	db_seq_242	100.000	10	0	0	381	390	20	11	1.0	19.6
seq_0	db_seq_242	100.000	10	0	0	201	210	20	11	1.0	19.6
seq_0	db_seq_242	100.000	6	0	0	308	313	9	14	170	12.2
seq_0	db_seq_242	100.000	5	0	0	452	456	5	1	612	10.4
seq_0	db_seq_242	100.000	5	0	0	352	356	5	1	612	10.4
seq_0	db_seq_242	100.000	5	0	0	331	335	2	6	612	10.4
seq_0	db_seq_242	88.889	9	0	1	356	364	9	16	612	10.4
seq_0	db_seq_242	100.000	5	0	0	456	460	9	13	612	10.4
seq_0	db_seq_242	87.500	8	1	0	386	393	11	18	612	10.4
seq_0	db_seq_242	100.000	5	0	0	128	132	16	12	612	10.4
seq_0	db_seq_241	100.000	20	0	0	431	450	1	20	2.81e-06	38.1
seq_0	db_seq_241	100.000	12	0	0	89	100	12	1	0.079	23.3
seq_0	db_seq_241	100.000	11	0	0	401	411	20	10	0.28	21.4
seq_0	db_seq_241	100.000	11	0	0	161	171	20	10	0.28	21.4
seq_0	db_seq_241	100.000	10	0	0	1	10	11	20	1.0	19.6
seq_0	db_seq_241	100.000	10	0	0	341	350	11	20	1.0	19.6
seq_0	db_seq_241	100.000	7	0	0	107	113	12	18	47	14.0
seq_0	db_seq_241	100.000	7	0	0	227	233	12	18	47	14.0
seq_0	db_seq_241	100.000	7	0	0	178	184	18	12	47	14.0
seq_0	db_seq_241	100.000	7	0	0	138	144	18	12	47	14.0
seq_0	db_seq_241	88.889	9	1	0	36	44	11	19	170	12.2
seq_0	db_seq_241	88.889	9	1	0	187	195	19	11	170	12.2
seq_0	db_seq_241	100.000	6	0	0	47	52	12	17	170	12.2
seq_0	db_seq_241	100.000	6	0	0	19	24	17	12	170	12.2
seq_0	db_seq_241	100.000	6	0	0	317	322	20	15	170	12.2
seq_0	db_seq_241	100.000	6	0	0	249	254	15	20	170	12.2
seq_0	db_seq_241	100.000	5	0	0	452	456	5	1	612	10.4
seq_0	db_seq_241	100.000	5	0	0	352	356	5	1	612	10.4
seq_0	db_seq_241	100.000	5	0	0	129	133	11	15	612	10.4
seq_0	db_seq_241	100.000	5	0	0	21	25	12	16	612	10.4
seq_0	db_seq_241	100.000	5	0	0	141	145	12	16	612	10.4
seq_0	db_seq_241	100.000	5	0	0	181	185	12	16	612	10.4
seq_0	db_seq_241	100.000	5	0	0	226	230	16	12	612	10.4
seq_0	db_seq_241	100.000	5	0	0	261	265	12	16	612	10.4
seq_0	db_seq_241	100.000	5	0	0	106	110	16	12	612	10.4
seq_0	db_seq_241	100.000	5	0	0	46	50	16	12	612	10.4
seq_0	db_seq_241	100.000	5	0	0	155	159	13	17	612	10.4
seq_0	db_seq_232	100.000	20	0	0	351	370	1	20	2.81e-06	38.1
seq_0	db_seq_232	100.000	10	0	0	451	460	1	10	1.0	19.6
seq_0	db_seq_232	84.615	13	0	2	425	435	14	2	170	12.2
seq_0	db_seq_232	88.889	9	1	0	308	316	6	14	170	12.2
seq_0	db_seq_232	100.000	6	0	0	358	363	13	8	170	12.2
seq_0	db_seq_232	87.500	8	1	0	416	423	8	1	612	10.4
seq_0	db_seq_232	87.500	8	1	0	376	383	8	1	612	10.4
seq_0	db_seq_232	87.500	8	1	0	196	203	8	1	612	10.4
seq_0	db_seq_232	87.500	8	1	0	76	83	8	1	612	10.4
seq_0	db_seq_232	100.000	5	0	0	96	100	2	6	612	10.4
seq_0	db_seq_232	88.889	9	0	1	85	92	14	6	612	10.4
seq_0	db_seq_232	81.818	11	2	0	57	67	8	18	612	10.4
seq_0	db_seq_232	100.000	5	0	0	290	294	12	8	612	10.4
seq_0	db_seq_232	100.000	5	0	0	290	294	9	13	612	10.4
seq_0	db_seq_232	100.000	5	0	0	50	54	15	19	612	10.4
seq_0	db_seq_232	100.000	5	0	0	297	301	19	15	612	10.4
seq_0	db_seq_232	100.000	5	0	0	17	21	19	15	612	10.4
seq_0	db_seq_232	100.000	5	0	0	120	124	20	16	612	10.4
seq_0	db_seq_210	100.000	20	0	0	381	400	20	1	2.81e-06	38.1
seq_0	db_seq_210	100.000	11	0	0	421	431	20	10	0.28	21.4
seq_0	db_seq_210	100.000	10	0	0	201	210	20	11	1.0	19.6
seq_0	db_seq_210	100.000	10	0	0	281	290	11	20	1.0	19.6
seq_0	db_seq_210	100.000	10	0	0	81	90	20	11	1.0	19.6
seq_0	db_seq_210	85.714	14	2	0	380	393	5	18	13	15.9
seq_0	db_seq_210	83.333	12	2	0	420	431	5	16	170	12.2
seq_0	db_seq_210	87.500	8	1	0	80	87	5	12	612	10.4
seq_0	db_seq_210	87.500	8	1	0	200	207	5	12	612	10.4
seq_0	db_seq_210	100.000	5	0	0	284	288	12	8	612	10.4
seq_0	db_seq_210	100.000	5	0	0	128	132	16	12	612	10.4
seq_0	db_seq_201	100.000	20	0	0	391	410	1	20	2.81e-06	38.1
seq_0	db_seq_201	100.000	13	0	0	441	453	20	8	0.022	25.1
seq_0	db_seq_201	100.000	13	0	0	341	353	20	8	0.022	25.1
seq_0	db_seq_201	100.000	10	0	0	161	170	11	20	1.0	19.6
seq_0	db_seq_201	100.000	10	0	0	1	10	20	11	1.0	19.6
seq_0	db_seq_201	100.000	7	0	0	138	144	13	19	47	14.0
seq_0	db_seq_201	100.000	7	0	0	178	184	13	19	47	14.0
seq_0	db_seq_201	100.000	7	0	0	227	233	19	13	47	14.0
seq_0	db_seq_201	100.000	7	0	0	107	113	19	13	47	14.0
seq_0	db_seq_201	100.000	6	0	0	249	254	16	11	170	12.2
seq_0	db_seq_201	100.000	6	0	0	317	322	11	16	170	12.2
seq_0	db_seq_201	88.889	9	1	0	187	195	12	20	170	12.2
seq_0	db_seq_201	88.889	9	1	0	36	44	20	12	170	12.2
seq_0	db_seq_201	100.000	6	0	0	19	24	14	19	170	12.2
seq_0	db_seq_201	100.000	6	0	0	47	52	19	14	170	12.2
seq_0	db_seq_201	100.000	5	0	0	155	159	18	14	612	10.4
seq_0	db_seq_201	100.000	5	0	0	46	50	15	19	612	10.4
seq_0	db_seq_201	100.000	5	0	0	106	110	15	19	612	10.4
seq_0	db_seq_201	100.000	5	0	0	261	265	19	15	612	10.4
seq_0	db_seq_201	100.000	5	0	0	226	230	15	19	612	10.4
seq_0	db_seq_201	100.000	5	0	0	181	185	19	15	612	10.4
seq_0	db_seq_201	100.000	5	0	0	141	145	19	15	612	10.4
seq_0	db_seq_201	100.000	5	0	0	21	25	19	15	612	10.4
seq_0	db_seq_201	100.000	5	0	0	129	133	20	16	612	10.4
seq_0	db_seq_177	100.000	20	0	0	331	350	1	20	2.81e-06	38.1
seq_0	db_seq_177	92.308	13	1	0	401	413	20	8	1.0	19.6
seq_0	db_seq_177	92.308	13	1	0	161	173	20	8	1.0	19.6
seq_0	db_seq_177	100.000	10	0	0	1	10	11	20	1.0	19.6
seq_0	db_seq_177	100.000	10	0	0	441	450	11	20	1.0	19.6
seq_0	db_seq_177	100.000	7	0	0	107	113	12	18	47	14.0
seq_0	db_seq_177	100.000	7	0	0	227	233	12	18	47	14.0
seq_0	db_seq_177	100.000	7	0	0	178	184	18	12	47	14.0
seq_0	db_seq_177	100.000	7	0	0	138	144	18	12	47	14.0
seq_0	db_seq_177	88.889	9	1	0	36	44	11	19	170	12.2
seq_0	db_seq_177	88.889	9	1	0	187	195	19	11	170	12.2
seq_0	db_seq_177	100.000	6	0	0	47	52	12	17	170	12.2
seq_0	db_seq_177	100.000	6	0	0	19	24	17	12	170	12.2
seq_0	db_seq_177	100.000	6	0	0	317	322	20	15	170	12.2
seq_0	db_seq_177	100.000	6	0	0	249	254	15	20	170	12.2
seq_0	db_seq_177	100.000	5	0	0	95	99	5	1	612	10.4
seq_0	db_seq_177	100.000	5	0	0	277	281	2	6	612	10.4
seq_0	db_seq_177	100.000	5	0	0	66	70	7	3	612	10.4
seq_0	db_seq_177	100.000	5	0	0	129	133	11	15	612	10.4
seq_0	db_seq_177	100.000	5	0	0	21	25	12	16	612	10.4
seq_0	db_seq_177	100.000	5	0	0	141	145	12	16	612	10.4
seq_0	db_seq_177	100.000	5	0	0	181	185	12	16	612	10.4
seq_0	db_seq_177	100.000	5	0	0	226	230	16	12	612	10.4
seq_0	db_seq_177	100.000	5	0	0	261	265	12	16	612	10.4
seq_0	db_seq_177	100.000	5	0	0	106	110	16	12	612	10.4
seq_0	db_seq_177	100.000	5	0	0	46	50	16	12	612	10.4
seq_0	db_seq_177	100.000	5	0	0	155	159	13	17	612	10.4
seq_0	db_seq_162	100.000	20	0	0	271	290	1	20	2.81e-06	38.1
seq_0	db_seq_162	100.000	11	0	0	81	91	20	10	0.28	21.4
seq_0	db_seq_162	100.000	10	0	0	421	430	20	11	1.0	19.6
seq_0	db_seq_162	100.000	10	0	0	381	390	20	11	1.0	19.6
seq_0	db_seq_162	100.000	10	0	0	201	210	20	11	1.0	19.6
